Categoria;Linha (h1);SKUs ativos;Com estoque;Subtipos (h2);Exemplo SKU;Categoria ID
G - PINTURA E QUÍMICOS;ROLO LA 05 CM;1;0;AVULSO;ROLO LA 05 CM AVULSO;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;ROLO LA 09 CM;1;0;AVULSO;ROLO LA 09 CM AVULSO;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;ROLO LA 15 CM;1;0;AVULSO;ROLO LA 15 CM AVULSO;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;ROLO LA ANTI-RESPINGO 23CM S/CABO;1;0;AVULSO;ROLO LA ANTI-RESPINGO 23CM S/CABO AVULSO Roma;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;ROLO LA SINTETICA C/ CABO;1;0;AVULSO;ROLO LA SINTETICA C/ CABO AVULSO;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;ROLO TEXTURA 23CM S/CABO ROMA;1;0;AVULSO;ROLO TEXTURA 23CM S/CABO ROMA AVULSO Roma;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;SILICONE ACETICO BRANCO 250ML;1;0;250ML;SILICONE ACETICO BRANCO 250ML 250ML;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;SILICONE ACÉTICO INCOLOR 240G;1;0;AVULSO;SILICONE ACÉTICO INCOLOR 240G AVULSO;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;SILICONE ACETICO INCOLOR 50ML;1;0;50ML;SILICONE ACETICO INCOLOR 50ML 50ML;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;SILICONE PU40 TEKBOND BRANCO 310ML/364G;1;0;310ML;SILICONE PU40 TEKBOND BRANCO 310ML/364G 310ML Tekbond;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;THINNER;6;2;5L | 900 ML | 900ML;THINNER 5L;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;TINTA;66;33;(15 L) | (18 L) | (3,0L) | (3,6 L) | (3,6L) | (750 ML) | (900 ML);TINTA (15 L) ACR. FOSCO ECON. HIPERCOR BRANCO NEVE;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;TINTA ASFÁLTICA;1;1;01 L;TINTA ASFÁLTICA 01 L;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;TINTA SELADOR ACRÍLICO;3;2;AVULSO | GL;TINTA SELADOR ACRÍLICO AVULSO Iquine;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;TINTA SPRAY;11;0;300ML | 350ML | 360ML | 400ML | AVULSO;TINTA SPRAY 300ML Renner;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;VEDACIT;2;1;3,6 GL | 900 ML;VEDACIT 3,6 GL;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;VERNIZ;28;13;(3,0 L) | (3,6 L) | (750 ML) | (900 ML);VERNIZ (3,0 L) VERBRAS;6a3e8eb099ffc31639545dce
G - PINTURA E QUÍMICOS;XADREZ EM PÓ;7;0;250G;XADREZ EM PÓ 250G AMARELO;6a3e8eb099ffc31639545dce
H - ACABAMENTOS PARA ÁREAS MOLHADAS;ANEL VEDAÇÃO VASO SANITÁRIO;1;0;AVULSO;ANEL VEDAÇÃO VASO SANITÁRIO AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;AQUECEDOR;1;1;127V / 5500W;AQUECEDOR 127V / 5500W VERSÁTIL;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;ASSENTO SANITARIO;1;0;ALMOFADADO;ASSENTO SANITARIO ALMOFADADO BRANCO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;ASSENTO SANITÁRIO BÁSICO SOFT;1;1;SOFT;ASSENTO SANITÁRIO BÁSICO SOFT SOFT BRANCO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;BOIA P/ CX'ÁGUA;2;1;1/2 E 3/4 | 1/2 E 3/4 CCG;BOIA P/ CX'ÁGUA 1/2 E 3/4;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CAIXA D'ÁGUA;4;0;GREEN;CAIXA D'ÁGUA GREEN 1000L;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CAIXA DE DESCARGA;1;1;SUSPENSA;CAIXA DE DESCARGA SUSPENSA 9L;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO;16;2;ELÉTRICO 127 V/ 5500W | PLASTICO | PLÁSTICO;CHUVEIRO ELÉTRICO 127 V/ 5500W ACQUA DUO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO 8 COMBRAÇO 30CM S;1;0;PLÁSTICO;"CHUVEIRO 8 COMBRAÇO 30CM S PLÁSTICO 8""";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO ABS BRANCO;1;0;PLÁSTICO;"CHUVEIRO ABS BRANCO PLÁSTICO 8""";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO ELETRICO BR 3 TEMP 220V;1;0;3 TEMP 220V/5500W TRAMONTINA;CHUVEIRO ELETRICO BR 3 TEMP 220V 3 TEMP 220V/5500W TRAMONTINA;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO PLÁSTICO;1;0;PLÁSTICO;"CHUVEIRO PLÁSTICO PLÁSTICO 9""";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO PLASTICO CROMADO;1;0;"12"" X 1/2 ASTRA";"CHUVEIRO PLASTICO CROMADO 12"" X 1/2 ASTRA";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;"CHUVEIRO PVC 4"" S/REG";1;0;"4"" S/REG BRANCO REBOUÇAS";"CHUVEIRO PVC 4"" S/REG 4"" S/REG BRANCO REBOUÇAS";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO QUADRADO 15 X;1;0;15 X 15cm CROMADO;CHUVEIRO QUADRADO 15 X 15 X 15cm CROMADO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CHUVEIRO REDONDO;1;0;10cm CROMADO;CHUVEIRO REDONDO 10cm CROMADO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CUBA DE APOIO;8;0;CAPRI | MODENA BRANCA | NOVA BOLONHA BRANCA | RAVENA BRANCA | SOTTILE QUAD CALACATA GOLD | SOTTILE QUAD NERO | SOTTILE REDONDA BRANCA | VENEZA BRANCA;CUBA DE APOIO CAPRI JAPI;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CUBA EMBUTIR COZINHA INOX TRAMONTINA AB;3;0;40X34X17 | 47X30X17 | 56X34X17;CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 40X34X17;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 77X;1;0;77X45X15 (DUPLA);CUBA EMBUTIR COZINHA INOX TRAMONTINA AB 77X 77X45X15 (DUPLA);6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;DUCHA HIGIENICA;1;1;J4;DUCHA HIGIENICA J4 JAPI;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;ENGATE FLEX PVC C/ ANEL;1;0;60CM;ENGATE FLEX PVC C/ ANEL 60CM;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;ENGATE FLEXIVEL TRANÇADO;1;0;1794 C18 DN1 60 CM;ENGATE FLEXIVEL TRANÇADO 1794 C18 DN1 60 CM;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;GRELHA INOX;2;2;QUADRADA | REDONDA;GRELHA INOX QUADRADA 1790 C19 100MM;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;MICTORIO SIFAO BARI;1;1;AVULSO;MICTORIO SIFAO BARI AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;PARAFUSO P/ASSENTO SANITARIO;1;0;AVULSO;PARAFUSO P/ASSENTO SANITARIO AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;PIA BANHEIRO LOGASA C/COLUNA 47x42,5;1;1;47X42;PIA BANHEIRO LOGASA C/COLUNA 47x42,5 47X42;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;PIA PLASTICA ASTRA 8LTS 50X40CM;1;0;AVULSO;PIA PLASTICA ASTRA 8LTS 50X40CM AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;PIA TRAMONTINA AÇO INOX 01CUBA;2;1;105X52 | 120X52;PIA TRAMONTINA AÇO INOX 01CUBA 105X52 Tramontina;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;RALO SIMPLES REDONDO - REBOUCAS;1;1;AVULSO;RALO SIMPLES REDONDO - REBOUCAS AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;REGISTRO;5;0;1/2 | 3/4 | AVULSO;REGISTRO 1/2;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TANQUE DECORALITA MARMOFIBRA DUPLO 102X50;1;0;102X50;TANQUE DECORALITA MARMOFIBRA DUPLO 102X50 102X50;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TORNEIRA;22;5;1/2 | AVULSO | BIC MOV | DN15 | DN15 BICA MÓVEL;TORNEIRA 1/2;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TORNEIRA DE MESA;11;7;AVULSO | BICA MÓVEL | DN15 | DN15 BICA MÓVEL;TORNEIRA DE MESA AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TORNEIRA MONOCOMANDO;1;1;AVULSO;TORNEIRA MONOCOMANDO AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TORNEIRA P/ JARDIM;3;0;1/2 | 3/4;TORNEIRA P/ JARDIM 1/2;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;TORNEIRA P/ LAVATÓRIO;10;7;AVULSO | DN15 | DN15 BICA MÓVEL;TORNEIRA P/ LAVATÓRIO AVULSO;6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;VALVULA;7;2;P/ PIA AMERICANA | P/ TANQUE | PRATIKA PARA CUBA - DN32 BRANCA | PRATIKA PARA CUBA - DN32 CROMADA | V8 P/ LAVATORIO;VALVULA P/ PIA AMERICANA 3.1/2';6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;"VALVULA PLASTICA DE POCO 1.1/2""";1;1;"1.1/2""";"VALVULA PLASTICA DE POCO 1.1/2"" 1.1/2"" ASTRA";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;"VALVULA PLASTICA DE POCO 1.1/4""";1;1;"1.1/4""";"VALVULA PLASTICA DE POCO 1.1/4"" 1.1/4"" ASTRA";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;"VALVULA PLASTICA DE POCO 1""";1;1;"1""";"VALVULA PLASTICA DE POCO 1"" 1"" ASTRA";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;"VALVULA PLASTICA DE POCO 3/4""";1;1;"3/4""";"VALVULA PLASTICA DE POCO 3/4"" 3/4"" ASTRA";6a3e8eb034482830bdba461f
H - ACABAMENTOS PARA ÁREAS MOLHADAS;VASO SANITARIO;2;0;CAIXA ACOPLADA | CONVENCIONAL;VASO SANITARIO CAIXA ACOPLADA PARATI;6a3e8eb034482830bdba461f
I - ILUMINAÇÃO E ACABAMENTOS;BOCAL;1;1;DE PORCELANA;BOCAL DE PORCELANA;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;INTERRUPTOR;3;1;1 TECLA | 2 TECLA | 3TECLAS ILUMI;INTERRUPTOR 1 TECLA MECTRONIC;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;INTERRUPTOR + TOMADA;1;1;10A;INTERRUPTOR + TOMADA 10A BRANCA;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;INTERRUPTOR + TOMADA BRANCA 20A;1;0;20A;INTERRUPTOR + TOMADA BRANCA 20A 20A BRANCA;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;INTERRUPTOR 2TECLAS;1;1;2TECLAS TRAMONTINA LUX;INTERRUPTOR 2TECLAS 2TECLAS TRAMONTINA LUX;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;INTERRUPTOR 3TECLAS;1;1;3TECLAS ROMAZI 10A;INTERRUPTOR 3TECLAS 3TECLAS ROMAZI 10A;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;LAMPADA FLUORESCENTE TUBOLAR;2;0;20W | 40W;LAMPADA FLUORESCENTE TUBOLAR 20W;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;LAMPADA LED;11;1;BULBO | CILINDRICA | T8;LAMPADA LED BULBO 6500K;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;LUMINÁRIA LED;15;12;P/EMBUTIR 6500K | P/SOBREPOR 6500K | TATARTARUGA 6500K;LUMINÁRIA LED P/EMBUTIR 6500K QUAD;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;NICHO EMBUTIR CINZA URBANO 30X60;1;0;30X60;NICHO EMBUTIR CINZA URBANO 30X60 30X60;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLAFON PLASTICO BRANCO;1;0;AVULSO;PLAFON PLASTICO BRANCO AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLAFON PLASTICO PRETO;1;0;AVULSO;PLAFON PLASTICO PRETO AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG FEMEA 2P + T;1;1;AVULSO;PLUG FEMEA 2P + T AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG MACHO 10A;1;0;AVULSO;PLUG MACHO 10A AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG ROSCAVEL 1;1;1;AVULSO;PLUG ROSCAVEL 1 AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG ROSCAVEL 1 1/2;1;0;1/2;PLUG ROSCAVEL 1 1/2 1/2;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG ROSCAVEL 1 1/4;1;0;1/4;PLUG ROSCAVEL 1 1/4 1/4;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG ROSCAVEL 1/2;1;0;1/2;PLUG ROSCAVEL 1/2 1/2;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;PLUG ROSCAVEL 3/4;1;0;3/4;PLUG ROSCAVEL 3/4 3/4;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;RESISTENCIA 755-E AQUECEDOR VERSATIL 127;1;1;AVULSO;RESISTENCIA 755-E AQUECEDOR VERSATIL 127 AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;RESITENCIA 3065-I LOREN SHOWER ULTRA;1;1;AVULSO;RESITENCIA 3065-I LOREN SHOWER ULTRA AVULSO;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;SPOT LED;4;4;03W 3000K | 03W 6500K | 06W 3000K | 06W 6500K;SPOT LED 03W 3000K;6a3e8eb138a6454305cc2d82
I - ILUMINAÇÃO E ACABAMENTOS;TOMADA;8;0;10A DUPLA | 10A SIMPLES | 20A DUPLA | 20A SIMPLES;TOMADA 10A DUPLA ARIA;6a3e8eb138a6454305cc2d82
J - FERRAMENTAS E CONSUMÍVEIS;ABRAÇADEIRAS NYLON (PAC 50 PCS);4;2;2,5X100MM | 2,5X150MM | 2,5X200MM | 3,6X300MM;ABRAÇADEIRAS NYLON (PAC 50 PCS) 2,5X100MM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ALICATE;3;0;BICO LONGO | CORTE DIAGONAL | NIVELAMENTO DE REVESTIMENTO;"ALICATE BICO LONGO 6""";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ARCO DE SERRA;1;0;STANDARD;ARCO DE SERRA STANDARD;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ARMADOR DE REDE;2;0;P/ CHUMBAR | P/ MADEIRA;ARMADOR DE REDE P/ CHUMBAR;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BALDE PLÁSTICO P/ CONCRETO;1;0;12 LTS;BALDE PLÁSTICO P/ CONCRETO 12 LTS;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BARRA ROSCADA ZINCADA;3;0;3/16' | 3/8' | 5/16';BARRA ROSCADA ZINCADA 3/16';6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BOTA;3;0;No 38 | No 40 | No 41;BOTA No 38;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BOTÃO ACIONAMENTO P/CX ACOPLADA;1;1;ASTRA;BOTÃO ACIONAMENTO P/CX ACOPLADA ASTRA;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BROXA RETANGULAR PLASTICA;2;0;GRANDE | MÉDIA;BROXA RETANGULAR PLASTICA GRANDE;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;BUCHA PLÁSTICA;3;0;S-10 | S-6 | S-8;BUCHA PLÁSTICA S-10;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CABO DE MADEIRA;1;0;P/ ENXADA X 1,20M;CABO DE MADEIRA P/ ENXADA X 1,20M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CAPACETE DE SEGURANÇA;1;0;BRANCO;CAPACETE DE SEGURANÇA BRANCO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CARRINHO DE MÃO;1;0;PNEU MACIÇO;CARRINHO DE MÃO PNEU MACIÇO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CHAVE DE FENDA;1;0;1/4 X 8;CHAVE DE FENDA 1/4 X 8 DISMA;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CINTA ERGONÔMICA;1;1;M;CINTA ERGONÔMICA M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CINTO FERRAMENTAS;1;0;AVULSO;CINTO FERRAMENTAS AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;COLA BRANCA;3;0;CAZCOREZ | IQUINE | UNIPEGA;COLA BRANCA CAZCOREZ 500G;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;COLA CONTATO;1;0;30G POLYPLAC;COLA CONTATO 30G POLYPLAC;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;COLA INSTANTÂNEA;1;0;20g;COLA INSTANTÂNEA 20g;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;COLHER DE PEDREIRO;4;0;10 | 7 | 8 | 9;COLHER DE PEDREIRO 10;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CONCERTINA;2;1;300 MM X 8M | 450MM X  10M;CONCERTINA 300 MM X 8M MORLAN;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CONJUNTO FIXAÇÃO P;1;1;AVULSO;CONJUNTO FIXAÇÃO P AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;CUNHA ESPAÇADOR NIVELAMENTO (50PÇS);1;0;AVULSO;CUNHA ESPAÇADOR NIVELAMENTO (50PÇS) AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DESEMPENADEIRA;5;0;AÇO | MADEIRA | PLASTICA;DESEMPENADEIRA AÇO DENTADA;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DESEMPENADEIRA PLASTICA;1;0;17 X 30;DESEMPENADEIRA PLASTICA 17 X 30;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DISCO CORTE AÇO INOX 04,5;1;0;5 X 1;DISCO CORTE AÇO INOX 04,5 5 X 1;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DISCO CORTE FERRO 04,5 X;1;0;5 X 1;DISCO CORTE FERRO 04,5 X 5 X 1;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DISCO CORTE FERRO 07,0 X;1;0;0 X 1;DISCO CORTE FERRO 07,0 X 0 X 1;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DISCO DE CORTE;7;0;INOX | P/ CERÊMICA DIAMANTADO LISO | P/ CONCRETO - SEGMENTADO | P/ MADEIRA | P/ PORCELANATO | TURBO;"DISCO DE CORTE INOX 4"" 1/2'";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DISCO DE CORTE INOX 7X;1;0;INOX;DISCO DE CORTE INOX 7X INOX 7'';6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;"DISCO DESBASTE 7""";1;0;AVULSO;"DISCO DESBASTE 7"" AVULSO";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;DUREPOX;2;0;100G | 50G;DUREPOX 100G;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESCADA METALICA;2;0;5 DEGRAUS (ABERTA 1,16 MT) | 7 DEGRAUS (ABERTA 1,54 MT);ESCADA METALICA 5 DEGRAUS (ABERTA 1,16 MT);6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESCÁPULA;1;0;No 10;ESCÁPULA No 10;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESPATULA;4;0;METÁLICA;ESPATULA METÁLICA 06 CM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESPÁTULA;3;0;PLÁSTICA C/ CABO | S/CABO PLASTICA P/MASSA;ESPÁTULA PLÁSTICA C/ CABO 7X12.5  CM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESPONJA EM BLOCO P/ ACABAMENTOS;2;0;05 X 12 X 18 CM | 06 X 13 X 22 CM;ESPONJA EM BLOCO P/ ACABAMENTOS 05 X 12 X 18 CM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESQUADRO;1;0;"10""";"ESQUADRO 10""";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;ESTILETE;1;0;AVULSO;ESTILETE AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FACÃO;1;0;"22""";"FACÃO 22"" TRAMONTINA";6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FELTROS PROTETORES;1;0;REDONDOS;FELTROS PROTETORES REDONDOS ADELBRAS;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FERRO COVA;1;0;AVULSO;FERRO COVA AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA ALTA TENSÃO;1;0;5M;FITA ALTA TENSÃO 5M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA AUTOADERENTE;3;3;10 CM | 15 CM | 20 CM;FITA AUTOADERENTE 10 CM KIMANTA;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA CREPE;6;2;18MM X 50M | 24MM X 40M | 24MM X 50M | 48MM X40M;FITA CREPE 18MM X 50M 3M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA DUPLA FACE;1;0;12MMX2M;FITA DUPLA FACE 12MMX2M ADELBRAS;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA ISOLANTE;3;1;05MT | 10MT | 20MT;FITA ISOLANTE 05MT;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA SILVER TAPE;1;1;48MM X 25M;FITA SILVER TAPE 48MM X 25M TEKBOND;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA VEDA ROSCA;3;0;18MM X 10M | 18MM X 25M | 18MM X 50M;FITA VEDA ROSCA 18MM X 10M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FITA ZEBRADA;2;1;100M | 50M;FITA ZEBRADA 100M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;FIXA A VACUO;1;0;2PC - FISHER;FIXA A VACUO 2PC - FISHER;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;GANCHOS ADESIVOS REMOVIVEIS;1;0;ADELBRAS;GANCHOS ADESIVOS REMOVIVEIS ADELBRAS;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;GARFO P/ ROLO;1;0;23 CM;GARFO P/ ROLO 23 CM;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;GRAMPO P/CERCA;1;0;1 X 9 GERDAU;GRAMPO P/CERCA 1 X 9 GERDAU;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LAPIS CARPINTEIRO IRWIN;1;1;AVULSO;LAPIS CARPINTEIRO IRWIN AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LIMA TRIANGULAR SERROTE;1;0;AVULSO;LIMA TRIANGULAR SERROTE AVULSO;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LINHA DE PEDREIRO;1;1;100 M;LINHA DE PEDREIRO 100 M;6a3e8eb11356280265886fbe
J - FERRAMENTAS E CONSUMÍVEIS;LINHA DE PEDREIRO 50M;1;0;50 M;LINHA DE PEDREIRO 50M 50 M;6a3e8eb11356280265886fbe
